Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
Downtown,111 S SAN PEDRO ST,LOS ANGELES,90012,06/10/2013,98,Restaurant,34.0500689,-118.2413297,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Pico-Robertson,8678-80 W PICO BLVD,LOS ANGELES,90035,06/10/2013,97,Restaurant,34.0541319,-118.3811189,L.A. County Neighborhood (V6),pico-robertson,,pico-robertson-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Pico-Robertson"", ""region"": ""westside"", ""county",/1.0/boundary/pico-robertson-la-county-neighborhood-v6/
Gardena,1150-52 W GARDENA BLVD,GARDENA,90247,06/10/2013,100,Restaurant,33.8812516,-118.2951333,L.A. County Neighborhood (V6),gardena,,gardena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Gardena"", ""region"": ""south-bay"", ""county"": ""los-angeles"",",/1.0/boundary/gardena-la-county-neighborhood-v6/
Echo Park,1818 W SUNSET BLVD,LOS ANGELES,90026,06/10/2013,99,Restaurant,34.0777848,-118.2599062,L.A. County Neighborhood (V6),echo-park,,echo-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Echo Park"", ""region"": ""central-la"", ""county"":",/1.0/boundary/echo-park-la-county-neighborhood-v6/
West Hollywood,7100 SANTA MONICA BLVD #150,WEST HOLLYWOOD,90046,06/10/2013,92,Restaurant,34.0905552,-118.3445506,L.A. County Neighborhood (V6),west-hollywood,,west-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Hollywood"", ""region"": ""central-la"", ""county"": ""los-a",/1.0/boundary/west-hollywood-la-county-neighborhood-v6/
Gardena,1144-48 W GARDENA BLVD,GARDENA,90247,06/10/2013,96,Restaurant,33.8812329,-118.294807,L.A. County Neighborhood (V6),gardena,,gardena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Gardena"", ""region"": ""south-bay"", ""county"": ""los-angeles"",",/1.0/boundary/gardena-la-county-neighborhood-v6/
East Hollywood,712 N VERMONT AVE,LOS ANGELES,90029,06/10/2013,93,Restaurant,34.0840239,-118.2917015,L.A. County Neighborhood (V6),east-hollywood,,east-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""East Hollywood"", ""region"": ""central-la"", ""coun",/1.0/boundary/east-hollywood-la-county-neighborhood-v6/
Beverly Grove,414 N LA CIENEGA BLVD,LOS ANGELES,90048,06/10/2013,94,Restaurant,34.078581,-118.376188,L.A. County Neighborhood (V6),beverly-grove,,beverly-grove-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Beverly Grove"", ""region"": ""central-la"", ""count",/1.0/boundary/beverly-grove-la-county-neighborhood-v6/
Downtown,120 S LOS ANGELES ST,LOS ANGELES,90012,06/10/2013,95,Restaurant,34.050559,-118.24264,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Vermont-Slauson,1011 W FLORENCE AVE,LOS ANGELES,90044,06/10/2013,90,Restaurant,33.9749382,-118.2920112,L.A. County Neighborhood (V6),vermont-slauson,,vermont-slauson-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Vermont-Slauson"", ""region"": ""south-la"", ""count",/1.0/boundary/vermont-slauson-la-county-neighborhood-v6/
Gardena,1620 W REDONDO BEACH BLVD,GARDENA,90247,06/10/2013,97,Restaurant,33.8888376,-118.3080838,L.A. County Neighborhood (V6),gardena,,gardena-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Gardena"", ""region"": ""south-bay"", ""county"": ""los-angeles"",",/1.0/boundary/gardena-la-county-neighborhood-v6/
Eagle Rock,4211 EAGLE ROCK BLVD,LOS ANGELES,90065,06/10/2013,100,Restaurant,34.1228416,-118.2251316,L.A. County Neighborhood (V6),eagle-rock,,eagle-rock-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Eagle Rock"", ""region"": ""northeast-la"", ""county",/1.0/boundary/eagle-rock-la-county-neighborhood-v6/
Downtown,123 ONIZUKA ST #303,LOS ANGELES,90012,06/10/2013,96,Restaurant,34.0505235,-118.2420452,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Downtown,744 E 3RD ST,LOS ANGELES,90013,06/10/2013,100,Restaurant,34.0456289,-118.2365649,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
East Hollywood,706 N VERMONT AVE,LOS ANGELES,90029,06/10/2013,99,Restaurant,34.0839503,-118.2917012,L.A. County Neighborhood (V6),east-hollywood,,east-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""East Hollywood"", ""region"": ""central-la"", ""coun",/1.0/boundary/east-hollywood-la-county-neighborhood-v6/
Downtown,123 ONIZUKA ST 204,LOS ANGELES,90012,06/10/2013,98,Restaurant,34.0505235,-118.2420452,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Lakewood,4226 N WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,96,Restaurant,33.8350833,-118.1154038,L.A. County Neighborhood (V6),lakewood,,lakewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lakewood"", ""region"": ""harbor"", ""county"": ""los-angeles"", """,/1.0/boundary/lakewood-la-county-neighborhood-v6/
Rowland Heights,18162 E COLIMA RD,ROWLAND HEIGHTS,91748,06/10/2013,90,Restaurant,33.987521,-117.907413,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Whittier,15000 E WHITTIER BLVD,WHITTIER,90603,06/10/2013,91,Restaurant,33.9483908,-118.0063282,L.A. County Neighborhood (V6),whittier,,whittier-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Whittier"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/whittier-la-county-neighborhood-v6/
Norwalk,11740 E ALONDRA BLVD,NORWALK,90650,06/10/2013,93,Restaurant,33.8868176,-118.0834746,L.A. County Neighborhood (V6),norwalk,,norwalk-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Norwalk"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/norwalk-la-county-neighborhood-v6/
Rowland Heights,18457 E COLIMA RD #H,ROWLAND HEIGHTS,91748,06/10/2013,91,Restaurant,33.9882779,-117.9019402,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Norwalk,15617 S STUDEBAKER RD #2,NORWALK,90650,06/10/2013,90,Restaurant,33.888227,-118.100379,L.A. County Neighborhood (V6),norwalk,,norwalk-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Norwalk"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/norwalk-la-county-neighborhood-v6/
Lakewood,4226 N WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,94,Restaurant,33.8350833,-118.1154038,L.A. County Neighborhood (V6),lakewood,,lakewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lakewood"", ""region"": ""harbor"", ""county"": ""los-angeles"", """,/1.0/boundary/lakewood-la-county-neighborhood-v6/
Artesia,11425 E ARTESIA BLVD,ARTESIA,90701,06/10/2013,90,Restaurant,33.873356,-118.090287,L.A. County Neighborhood (V6),artesia,,artesia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Artesia"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/artesia-la-county-neighborhood-v6/
Diamond Bar,1241 S GRAND AVE #B,DIAMOND BAR,91765,06/10/2013,90,Restaurant,33.9998319,-117.8094988,L.A. County Neighborhood (V6),diamond-bar,,diamond-bar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Diamond Bar"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/diamond-bar-la-county-neighborhood-v6/
Walnut,515 N GRAND AVE D,WALNUT,91789,06/10/2013,95,Restaurant,34.0277531,-117.8361476,L.A. County Neighborhood (V6),walnut,,walnut-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Walnut"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/walnut-la-county-neighborhood-v6/
Whittier,15234 E WHITTIER BLVD,WHITTIER,90603,06/10/2013,92,Restaurant,33.9469896,-118.0019083,L.A. County Neighborhood (V6),whittier,,whittier-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Whittier"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/whittier-la-county-neighborhood-v6/
Rowland Heights,18457 E COLIMA RD #C,ROWLAND HEIGHTS,91748,06/10/2013,91,Restaurant,33.9882779,-117.9019402,L.A. County Neighborhood (V6),rowland-heights,,rowland-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Rowland Heights"", ""region"": ""san-gabriel-valley"", ""county",/1.0/boundary/rowland-heights-la-county-neighborhood-v6/
Downey,7840 FIRESTONE BLVD #104,DOWNEY,90241,06/10/2013,97,Restaurant,33.9436486,-118.1408801,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
Walnut,1247 N GRAND AVE,WALNUT,91789,06/10/2013,90,Restaurant,34.044403,-117.84922,L.A. County Neighborhood (V6),walnut,,walnut-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Walnut"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/walnut-la-county-neighborhood-v6/
Diamond Bar,3220 S BREA CANYON RD,DIAMOND BAR,91765,06/10/2013,97,Restaurant,33.9687724,-117.8465168,L.A. County Neighborhood (V6),diamond-bar,,diamond-bar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Diamond Bar"", ""region"": ""san-gabriel-valley"", ""county"": """,/1.0/boundary/diamond-bar-la-county-neighborhood-v6/
Walnut,558 N GRAND AVE,WALNUT,91789,06/10/2013,96,Restaurant,34.028834,-117.8360412,L.A. County Neighborhood (V6),walnut,,walnut-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Walnut"", ""region"": ""san-gabriel-valley"", ""county"": ""los-a",/1.0/boundary/walnut-la-county-neighborhood-v6/
Downey,7808 FLORENCE AVE,DOWNEY,90240,06/10/2013,96,Restaurant,33.9551976,-118.1342012,L.A. County Neighborhood (V6),downey,,downey-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Downey"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/downey-la-county-neighborhood-v6/
San Fernando,1118 PICO ST,SAN FERNANDO,91340,06/10/2013,95,Restaurant,34.2824537,-118.4436216,L.A. County Neighborhood (V6),san-fernando,,san-fernando-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""San Fernando"", ""region"": ""san-fernando-valley"", ""county"":",/1.0/boundary/san-fernando-la-county-neighborhood-v6/
Sylmar,13066 GLENOAKS BLVD,SYLMAR,91342,06/10/2013,91,Restaurant,34.3079519,-118.4500299,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Lynwood,11001 S ATLANTIC AVE,LYNWOOD,90262,06/10/2013,98,Restaurant,33.930444,-118.183992,L.A. County Neighborhood (V6),lynwood,,lynwood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lynwood"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/lynwood-la-county-neighborhood-v6/
Sherman Oaks,14423 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,90,Restaurant,34.1508468,-118.4470332,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Sherman Oaks,14425 1/4 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,90,Restaurant,34.1505007,-118.4460859,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Sherman Oaks,14433 1/2 VENTURA BLVD,SHERMAN OAKS,91423,06/10/2013,91,Restaurant,34.1478674,-118.4287693,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Panorama City,7930 VAN NUYS BLVD,VAN NUYS,91402,06/10/2013,99,Restaurant,34.2150419,-118.448215,L.A. County Neighborhood (V6),panorama-city,,panorama-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Panorama City"", ""region"": ""san-fernando-valley",/1.0/boundary/panorama-city-la-county-neighborhood-v6/
Florence-Firestone,2144 E FLORENCE AVE,HUNTINGTON PARK,90255,06/10/2013,92,Restaurant,33.974722,-118.2327754,L.A. County Neighborhood (V6),florence-firestone,,florence-firestone-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Florence-Firestone"", ""region"": ""south-la"", ""county"": ""los",/1.0/boundary/florence-firestone-la-county-neighborhood-v6/
Van Nuys,6419 VAN NUYS BLVD,VAN NUYS,91401,06/10/2013,94,Restaurant,34.187271,-118.4490076,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Santa Fe Springs,11227 WASHINGTON BLVD,WHITTIER,90606,06/10/2013,94,Restaurant,33.9719847,-118.0715468,L.A. County Neighborhood (V6),santa-fe-springs,,santa-fe-springs-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Santa Fe Springs"", ""region"": ""southeast"", ""county"": ""los-",/1.0/boundary/santa-fe-springs-la-county-neighborhood-v6/
Valley Glen,12650 SHERMAN WY #1,NORTH HOLLYWOOD,91605,06/10/2013,84,Restaurant,34.200861,-118.408826,L.A. County Neighborhood (V6),valley-glen,,valley-glen-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Glen"", ""region"": ""san-fernando-valley"",",/1.0/boundary/valley-glen-la-county-neighborhood-v6/
Sylmar,13039 GLENOAKS BLVD,SYLMAR,91342,06/10/2013,93,Restaurant,34.3073408,-118.4492779,L.A. County Neighborhood (V6),sylmar,,sylmar-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sylmar"", ""region"": ""san-fernando-valley"", ""cou",/1.0/boundary/sylmar-la-county-neighborhood-v6/
Sherman Oaks,4544 SAUGUS AVE,SHERMAN OAKS,91403,06/10/2013,94,Restaurant,34.1523611,-118.4659364,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
South Gate,8938 ATLANTIC AVE,SOUTH GATE,90280,06/10/2013,94,Restaurant,33.9510171,-118.1827865,L.A. County Neighborhood (V6),south-gate,,south-gate-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South Gate"", ""region"": ""southeast"", ""county"": ""los-angele",/1.0/boundary/south-gate-la-county-neighborhood-v6/
North Hollywood,5300 LANKERSHIM 115,NORTH HOLLYWOOD,91601,06/10/2013,92,Restaurant,34.1675829,-118.3755786,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
Valley Glen,12653 SHERMAN WY,NORTH HOLLYWOOD,91605,06/10/2013,89,Restaurant,34.2012169,-118.4088327,L.A. County Neighborhood (V6),valley-glen,,valley-glen-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Glen"", ""region"": ""san-fernando-valley"",",/1.0/boundary/valley-glen-la-county-neighborhood-v6/
Valley Glen,12650 SHERMAN WY #17,NORTH HOLLYWOOD,91605,06/10/2013,96,Restaurant,34.200861,-118.408826,L.A. County Neighborhood (V6),valley-glen,,valley-glen-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Glen"", ""region"": ""san-fernando-valley"",",/1.0/boundary/valley-glen-la-county-neighborhood-v6/
Sherman Oaks,12921 MAGNOLIA BLVD,SHERMAN OAKS,91423,06/10/2013,98,Restaurant,34.165539,-118.414509,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Vermont-Slauson,1000 W SLAUSON AVE,LOS ANGELES,90044,06/10/2013,96,Restaurant,33.9890955,-118.2915089,L.A. County Neighborhood (V6),vermont-slauson,,vermont-slauson-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Vermont-Slauson"", ""region"": ""south-la"", ""count",/1.0/boundary/vermont-slauson-la-county-neighborhood-v6/
Valley Glen,12650 SHERMAN WY #10,NORTH HOLLYWOOD,91605,06/10/2013,91,Restaurant,34.200861,-118.408826,L.A. County Neighborhood (V6),valley-glen,,valley-glen-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Valley Glen"", ""region"": ""san-fernando-valley"",",/1.0/boundary/valley-glen-la-county-neighborhood-v6/
Lakewood,4226 WOODRUFF AVE,LAKEWOOD,90713,06/10/2013,97,Restaurant,33.8350833,-118.1154038,L.A. County Neighborhood (V6),lakewood,,lakewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lakewood"", ""region"": ""harbor"", ""county"": ""los-angeles"", """,/1.0/boundary/lakewood-la-county-neighborhood-v6/
