Name,Address,City,Zip,Date,Score,Type,Lat,Lng,kind,external_i,name_1,slug,set,metadata,resource_u
Glendora,110 W FOOTHILL BLVD,GLENDORA,91740,06/14/2013,98,Restaurant,34.1359895,-117.8658498,L.A. County Neighborhood (V6),glendora,,glendora-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendora"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/glendora-la-county-neighborhood-v6/
Azusa,425 E FOOTHILL BLVD #B,AZUSA,91702,06/14/2013,95,Restaurant,34.1338906,-117.9031153,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Cerritos,17202 S NORWALK BLVD,CERRITOS,90703,06/14/2013,92,Restaurant,33.874573,-118.071638,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Glendora,171 N GLENDORA AVE,GLENDORA,91741,06/14/2013,99,Restaurant,34.1381755,-117.865474,L.A. County Neighborhood (V6),glendora,,glendora-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendora"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/glendora-la-county-neighborhood-v6/
Vincent,4315 N VINCENT AVE,COVINA,91722,06/14/2013,96,Restaurant,34.0916016,-117.9258546,L.A. County Neighborhood (V6),vincent,,vincent-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Vincent"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/vincent-la-county-neighborhood-v6/
Cerritos,11101 E 183RD ST,CERRITOS,90703,06/14/2013,93,Restaurant,33.8662038,-118.0980315,L.A. County Neighborhood (V6),cerritos,,cerritos-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Cerritos"", ""region"": ""southeast"", ""county"": ""los-angeles""",/1.0/boundary/cerritos-la-county-neighborhood-v6/
Azusa,160 W SIERRA MADRE AVE,AZUSA,91702,06/14/2013,93,Restaurant,34.1464239,-117.9083752,L.A. County Neighborhood (V6),azusa,,azusa-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Azusa"", ""region"": ""san-gabriel-valley"", ""county"": ""los-an",/1.0/boundary/azusa-la-county-neighborhood-v6/
Sherman Oaks,13539 VENTURA BLVD,SHERMAN OAKS,91423,06/14/2013,97,Restaurant,34.1477305,-118.4283554,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Lynwood,3100 E IMPERIAL HWY 3009,LYNWOOD,90262,06/14/2013,91,Restaurant,33.929383,-118.215124,L.A. County Neighborhood (V6),lynwood,,lynwood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lynwood"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/lynwood-la-county-neighborhood-v6/
Sherman Oaks,13333 VENTURA BLVD,SHERMAN OAKS,91423,06/14/2013,98,Restaurant,34.147061,-118.4236,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Van Nuys,6100 SEPULVEDA BLVD,VAN NUYS,91411,06/14/2013,93,Restaurant,34.1813391,-118.4635453,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Vermont-Slauson,800-804 W 54TH ST,LOS ANGELES,90037,06/14/2013,93,Restaurant,33.9931851,-118.2874348,L.A. County Neighborhood (V6),vermont-slauson,,vermont-slauson-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Vermont-Slauson"", ""region"": ""south-la"", ""count",/1.0/boundary/vermont-slauson-la-county-neighborhood-v6/
Van Nuys,6734 SEPULVEDA BLVD,VAN NUYS,91411,06/14/2013,91,Restaurant,34.1932245,-118.4661272,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Lynwood,3100 E IMPERIAL HWY 3008,LYNWOOD,90262,06/14/2013,90,Restaurant,33.929383,-118.215124,L.A. County Neighborhood (V6),lynwood,,lynwood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lynwood"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/lynwood-la-county-neighborhood-v6/
Mission Hills,11541 LAUREL CANYON BLVD E,SAN FERNANDO,91340,06/14/2013,90,Restaurant,34.279379,-118.454569,L.A. County Neighborhood (V6),mission-hills,,mission-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Mission Hills"", ""region"": ""san-fernando-valley",/1.0/boundary/mission-hills-la-county-neighborhood-v6/
Van Nuys,6740 SEPULVEDA BLVD,VAN NUYS,91411,06/14/2013,95,Restaurant,34.1934298,-118.4655415,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Van Nuys,8263 SEPULVEDA BLVD,PANORAMA CITY,91402,06/14/2013,95,Restaurant,34.2211327,-118.4677403,L.A. County Neighborhood (V6),van-nuys,,van-nuys-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Van Nuys"", ""region"": ""san-fernando-valley"", ""c",/1.0/boundary/van-nuys-la-county-neighborhood-v6/
Florence,177 W MANCHESTER AVE,LOS ANGELES,90003,06/14/2013,94,Restaurant,33.9603825,-118.2764195,L.A. County Neighborhood (V6),florence,,florence-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Florence"", ""region"": ""south-la"", ""county"": ""lo",/1.0/boundary/florence-la-county-neighborhood-v6/
Lynwood,3100 E IMPERIAL HWY 3007,LYNWOOD,90262,06/14/2013,91,Restaurant,33.929383,-118.215124,L.A. County Neighborhood (V6),lynwood,,lynwood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lynwood"", ""region"": ""southeast"", ""county"": ""los-angeles"",",/1.0/boundary/lynwood-la-county-neighborhood-v6/
Sherman Oaks,13619 VENTURA BLVD,SHERMAN OAKS,91423,06/14/2013,94,Restaurant,34.1480361,-118.4302652,L.A. County Neighborhood (V6),sherman-oaks,,sherman-oaks-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Sherman Oaks"", ""region"": ""san-fernando-valley""",/1.0/boundary/sherman-oaks-la-county-neighborhood-v6/
Lancaster,4033 W AVE L,LANCASTER,93534,06/14/2013,96,Restaurant,34.6613029,-118.202396,L.A. County Neighborhood (V6),lancaster,,lancaster-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Lancaster"", ""region"": ""antelope-valley"", ""county"": ""los-a",/1.0/boundary/lancaster-la-county-neighborhood-v6/
Downtown,308 W 7TH ST # C,LOS ANGELES,90014,06/14/2013,90,Restaurant,34.0453894,-118.2536905,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Glendale,309 N BRAND BLVD,GLENDALE,91203,06/14/2013,95,Restaurant,34.1504671,-118.2551763,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Downtown,1248 S FIGUEROA ST 101,LOS ANGELES,90015,06/14/2013,92,Restaurant,34.04092,-118.267228,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Downtown,1300 S SAN PEDRO ST 111,LOS ANGELES,90015,06/14/2013,92,Restaurant,34.0323179,-118.253911,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Downtown,900 W OLYMPIC BLVD 24FL,LOS ANGELES,90015,06/14/2013,98,Restaurant,34.0390107,-118.2672801,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Exposition Park,2040 W JEFFERSON BLVD,LOS ANGELES,90018,06/14/2013,90,Restaurant,34.02504,-118.316086,L.A. County Neighborhood (V6),exposition-park,,exposition-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Exposition Park"", ""region"": ""south-la"", ""count",/1.0/boundary/exposition-park-la-county-neighborhood-v6/
Bell,5147 GAGE AVE,BELL,90201,06/14/2013,100,Restaurant,33.9767316,-118.1728217,L.A. County Neighborhood (V6),bell,,bell-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Bell"", ""region"": ""southeast"", ""county"": ""los-angeles"", ""t",/1.0/boundary/bell-la-county-neighborhood-v6/
Downtown,1248 S FIGUEROA ST 200,LOS ANGELES,90015,06/14/2013,95,Restaurant,34.04092,-118.267228,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Leimert Park,3722 S CRENSHAW BLVD,LOS ANGELES,90016,06/14/2013,97,Restaurant,34.0192188,-118.3349384,L.A. County Neighborhood (V6),leimert-park,,leimert-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Leimert Park"", ""region"": ""south-la"", ""county"":",/1.0/boundary/leimert-park-la-county-neighborhood-v6/
Exposition Park,3723 S WESTERN AVE,LOS ANGELES,90018,06/14/2013,83,Restaurant,34.0204029,-118.3091851,L.A. County Neighborhood (V6),exposition-park,,exposition-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Exposition Park"", ""region"": ""south-la"", ""count",/1.0/boundary/exposition-park-la-county-neighborhood-v6/
Vincent,15610 W SAN BERNARDINO RD,WEST COVINA,91790,06/14/2013,86,Restaurant,34.0899462,-117.9386589,L.A. County Neighborhood (V6),vincent,,vincent-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Vincent"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/vincent-la-county-neighborhood-v6/
Glendale,401 N BRAND BLVD 160,GLENDALE,91203,06/14/2013,92,Restaurant,34.151957,-118.255488,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Studio City,11056 VENTURA BLVD,STUDIO CITY,91604,06/14/2013,95,Restaurant,34.1409072,-118.3714688,L.A. County Neighborhood (V6),studio-city,,studio-city-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Studio City"", ""region"": ""san-fernando-valley"",",/1.0/boundary/studio-city-la-county-neighborhood-v6/
Sierra Madre,322 W SIERRA MADRE BLVD,SIERRA MADRE,91024,06/14/2013,90,Restaurant,34.161581,-118.059433,L.A. County Neighborhood (V6),sierra-madre,,sierra-madre-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Sierra Madre"", ""region"": ""san-gabriel-valley"", ""county"":",/1.0/boundary/sierra-madre-la-county-neighborhood-v6/
El Monte,11437 GARVEY AVE,EL MONTE,91732,06/14/2013,93,Restaurant,34.0630215,-118.0279779,L.A. County Neighborhood (V6),el-monte,,el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""El Monte"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/el-monte-la-county-neighborhood-v6/
Arcadia,46 W LAS TUNAS DR,ARCADIA,91007,06/14/2013,92,Restaurant,34.1072168,-118.0336765,L.A. County Neighborhood (V6),arcadia,,arcadia-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Arcadia"", ""region"": ""san-gabriel-valley"", ""county"": ""los-",/1.0/boundary/arcadia-la-county-neighborhood-v6/
South El Monte,1950 N CENTRAL AVE,SOUTH EL MONTE,91733,06/14/2013,94,Restaurant,34.0514863,-118.0466467,L.A. County Neighborhood (V6),south-el-monte,,south-el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""South El Monte"", ""region"": ""san-gabriel-valley"", ""county""",/1.0/boundary/south-el-monte-la-county-neighborhood-v6/
Glendale,701 E BROADWAY,GLENDALE,91205,06/14/2013,99,Restaurant,34.146594,-118.246656,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
El Monte,12056 VALLEY BLVD,EL MONTE,91732,06/14/2013,91,Restaurant,34.0618008,-118.0177176,L.A. County Neighborhood (V6),el-monte,,el-monte-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""El Monte"", ""region"": ""san-gabriel-valley"", ""county"": ""los",/1.0/boundary/el-monte-la-county-neighborhood-v6/
North Hollywood,6050 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/14/2013,93,Restaurant,34.180777,-118.3842149,L.A. County Neighborhood (V6),north-hollywood,,north-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""North Hollywood"", ""region"": ""san-fernando-vall",/1.0/boundary/north-hollywood-la-county-neighborhood-v6/
Montecito Heights,5916 MONTEREY RD,LOS ANGELES,90042,06/14/2013,95,Restaurant,34.1045847,-118.1846813,L.A. County Neighborhood (V6),montecito-heights,,montecito-heights-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Montecito Heights"", ""region"": ""northeast-la"",",/1.0/boundary/montecito-heights-la-county-neighborhood-v6/
Glendale,315 N BRAND BLVD,GLENDALE,91203,06/14/2013,95,Restaurant,34.1504211,-118.2554535,L.A. County Neighborhood (V6),glendale,,glendale-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Glendale"", ""region"": ""verdugos"", ""county"": ""los-angeles"",",/1.0/boundary/glendale-la-county-neighborhood-v6/
Calabasas,26527 AGOURA RD 116,CALABASAS,91302,06/14/2013,93,Restaurant,34.1448645,-118.699868,L.A. County Neighborhood (V6),calabasas,,calabasas-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Calabasas"", ""region"": ""santa-monica-mountains"", ""county"":",/1.0/boundary/calabasas-la-county-neighborhood-v6/
Mar Vista,11285 VENICE BLVD,LOS ANGELES,90066,06/14/2013,93,Restaurant,34.011548,-118.4194227,L.A. County Neighborhood (V6),mar-vista,,mar-vista-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Mar Vista"", ""region"": ""westside"", ""county"": ""l",/1.0/boundary/mar-vista-la-county-neighborhood-v6/
Chatsworth,21534 DEVONSHIRE ST B,CHATSWORTH,91311,06/14/2013,97,Restaurant,34.256709,-118.599966,L.A. County Neighborhood (V6),chatsworth,,chatsworth-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Chatsworth"", ""region"": ""san-fernando-valley"",",/1.0/boundary/chatsworth-la-county-neighborhood-v6/
Calabasas,26787 AGOURA RD #E,CALABASAS,91302,06/14/2013,90,Restaurant,34.1399795,-118.7079253,L.A. County Neighborhood (V6),calabasas,,calabasas-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Calabasas"", ""region"": ""santa-monica-mountains"", ""county"":",/1.0/boundary/calabasas-la-county-neighborhood-v6/
Westlake Village,5770 LINDERO CANYON RD,WESTLAKE VILLAGE,91362,06/14/2013,92,Restaurant,34.154016,-118.7947583,L.A. County Neighborhood (V6),westlake-village,,westlake-village-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Westlake Village"", ""region"": ""santa-monica-mountains"", ""c",/1.0/boundary/westlake-village-la-county-neighborhood-v6/
West Hills,8414 TOPANGA CANYON BLVD,CANOGA PARK,91304,06/14/2013,93,Restaurant,34.222758,-118.6059138,L.A. County Neighborhood (V6),west-hills,,west-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""West Hills"", ""region"": ""san-fernando-valley"",",/1.0/boundary/west-hills-la-county-neighborhood-v6/
Chatsworth,21532 DEVONSHIRE ST,CHATSWORTH,91311,06/14/2013,98,Restaurant,34.2571702,-118.5999925,L.A. County Neighborhood (V6),chatsworth,,chatsworth-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Chatsworth"", ""region"": ""san-fernando-valley"",",/1.0/boundary/chatsworth-la-county-neighborhood-v6/
Porter Ranch,18707 DEVONSHIRE ST,NORTHRIDGE,91324,06/14/2013,90,Restaurant,34.2580002,-118.5402166,L.A. County Neighborhood (V6),porter-ranch,,porter-ranch-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Porter Ranch"", ""region"": ""san-fernando-valley""",/1.0/boundary/porter-ranch-la-county-neighborhood-v6/
West Los Angeles,2107 WESTWOOD BLVD,LOS ANGELES,90025,06/14/2013,91,Restaurant,34.0448813,-118.4329173,L.A. County Neighborhood (V6),west-los-angeles,,west-los-angeles-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""West Los Angeles"", ""region"": ""westside"", ""coun",/1.0/boundary/west-los-angeles-la-county-neighborhood-v6/
Santa Monica,1644 CLOVERFIELD BLVD,SANTA MONICA,90405,06/14/2013,93,Restaurant,34.0271512,-118.4736857,L.A. County Neighborhood (V6),santa-monica,,santa-monica-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Santa Monica"", ""region"": ""westside"", ""county"": ""los-angel",/1.0/boundary/santa-monica-la-county-neighborhood-v6/
Canoga Park,8360 TOPANGA CANYON BLVD,CANOGA PARK,91304,06/14/2013,97,Restaurant,34.221696,-118.605359,L.A. County Neighborhood (V6),canoga-park,,canoga-park-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Canoga Park"", ""region"": ""san-fernando-valley"",",/1.0/boundary/canoga-park-la-county-neighborhood-v6/
Hollywood,7075 W SUNSET BLVD,LOS ANGELES,90028,06/13/2013,90,Restaurant,34.0983294,-118.3441591,L.A. County Neighborhood (V6),hollywood,,hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood"", ""region"": ""central-la"", ""county"":",/1.0/boundary/hollywood-la-county-neighborhood-v6/
Mid-Wilshire,5583 W PICO BLVD,LOS ANGELES,90019,06/13/2013,94,Restaurant,34.0497376,-118.3597513,L.A. County Neighborhood (V6),mid-wilshire,,mid-wilshire-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Mid-Wilshire"", ""region"": ""central-la"", ""county",/1.0/boundary/mid-wilshire-la-county-neighborhood-v6/
Hollywood,6756 HOLLYWOOD BLVD,LOS ANGELES,90028,06/13/2013,90,Restaurant,34.1014623,-118.3377258,L.A. County Neighborhood (V6),hollywood,,hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood"", ""region"": ""central-la"", ""county"":",/1.0/boundary/hollywood-la-county-neighborhood-v6/
Hollywood,1119 N WESTERN AVE,LOS ANGELES,90029,06/13/2013,91,Restaurant,34.0915554,-118.309528,L.A. County Neighborhood (V6),hollywood,,hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood"", ""region"": ""central-la"", ""county"":",/1.0/boundary/hollywood-la-county-neighborhood-v6/
Inglewood,947 N LA BREA AVE,INGLEWOOD,90302,06/13/2013,95,Restaurant,33.9753294,-118.3576448,L.A. County Neighborhood (V6),inglewood,,inglewood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Inglewood"", ""region"": ""south-bay"", ""county"": ""los-angeles",/1.0/boundary/inglewood-la-county-neighborhood-v6/
Westwood,11043 SANTA MONICA BLVD,LOS ANGELES,90025,06/13/2013,92,Restaurant,34.0481431,-118.4429831,L.A. County Neighborhood (V6),westwood,,westwood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Westwood"", ""region"": ""westside"", ""county"": ""lo",/1.0/boundary/westwood-la-county-neighborhood-v6/
Downtown,26 W OLVERA ST,LOS ANGELES,90012,06/13/2013,90,Restaurant,34.0580105,-118.2375005,L.A. County Neighborhood (V6),downtown,,downtown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Downtown"", ""region"": ""central-la"", ""county"": """,/1.0/boundary/downtown-la-county-neighborhood-v6/
Hollywood Hills West,8200 SUNSET BLVD,LOS ANGELES,90046,06/13/2013,100,Restaurant,34.0979347,-118.3679968,L.A. County Neighborhood (V6),hollywood-hills-west,,hollywood-hills-west-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Hollywood Hills West"", ""region"": ""central-la"",",/1.0/boundary/hollywood-hills-west-la-county-neighborhood-v6/
Silver Lake,2903 W SUNSET BLVD,LOS ANGELES,90026,06/13/2013,93,Restaurant,34.083266,-118.2732591,L.A. County Neighborhood (V6),silver-lake,,silver-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Silver Lake"", ""region"": ""central-la"", ""county""",/1.0/boundary/silver-lake-la-county-neighborhood-v6/
Vermont Vista,11227 S FIGUEROA ST,LOS ANGELES,90061,06/13/2013,83,Restaurant,33.9321296,-118.2827842,L.A. County Neighborhood (V6),vermont-vista,,vermont-vista-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Vermont Vista"", ""region"": ""south-la"", ""county""",/1.0/boundary/vermont-vista-la-county-neighborhood-v6/
West Hollywood,1106 N LA CIENEGA BLVD 201,WEST HOLLYWOOD,90069,06/13/2013,95,Restaurant,34.0908354,-118.3762773,L.A. County Neighborhood (V6),west-hollywood,,west-hollywood-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""West Hollywood"", ""region"": ""central-la"", ""county"": ""los-a",/1.0/boundary/west-hollywood-la-county-neighborhood-v6/
Chinatown,943 SUN MUN WY,LOS ANGELES,90012,06/13/2013,97,Restaurant,34.065049,-118.23757,L.A. County Neighborhood (V6),chinatown,,chinatown-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Chinatown"", ""region"": ""central-la"", ""county"":",/1.0/boundary/chinatown-la-county-neighborhood-v6/
Silver Lake,3900 W SUNSET BLVD,LOS ANGELES,90027,06/13/2013,95,Restaurant,34.0916024,-118.2798789,L.A. County Neighborhood (V6),silver-lake,,silver-lake-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": ""los-angeles"", ""name"": ""Silver Lake"", ""region"": ""central-la"", ""county""",/1.0/boundary/silver-lake-la-county-neighborhood-v6/
Beverly Hills,250 S BEVERLY DR B,BEVERLY HILLS,90212,06/13/2013,92,Restaurant,34.06319,-118.398722,L.A. County Neighborhood (V6),beverly-hills,,beverly-hills-la-county-neighborhood-v6,/1.0/boundary-set/la-county-neighborhoods-v6/,"{ ""city"": """", ""name"": ""Beverly Hills"", ""region"": ""westside"", ""county"": ""los-ange",/1.0/boundary/beverly-hills-la-county-neighborhood-v6/
