Name,Address,City,Zip,Date,Score,Type,Lat,Lng
L.A'S DOUNTS SHOP,1514 S VERMONT AVE #A,LOS ANGELES,90006,06/19/2013,97,Restaurant,34.044743,-118.29131
LOS REYES BAKERY,4026 GAGE AVE,BELL,90201,06/19/2013,100,Restaurant,33.978618,-118.195323
CHIPOTLE #1790,2180 S ATLANTIC BLVD,MONTEREY PARK,91754,06/19/2013,93,Restaurant,34.037284,-118.1446113
LITTLE XIAN,1666 1/2 W ADAMS BLVD,LOS ANGELES,90007,06/19/2013,90,Restaurant,34.0327161,-118.2995621
GIANG NAN RESTAURANT,306 N GARFIELD AVE A12,MONTEREY PARK,91754,06/19/2013,100,Restaurant,34.0653364,-118.1225135
TAQUERIA LA FOGATA,2534 S CENTRAL AVE,LOS ANGELES,90011,06/19/2013,92,Restaurant,34.0192758,-118.2546977
YUM YUM DONUTS #9311,555 S GLENOAKS BLVD,BURBANK,91502,06/19/2013,94,Restaurant,34.1795647,-118.3016098
VICTORIO'S PIZZA,10901 VICTORY BLVD,NORTH HOLLYWOOD,91606,06/19/2013,90,Restaurant,34.1867025,-118.3681278
EL PALOMAR,1400 S WESTERN AVE,LOS ANGELES,90006,06/19/2013,97,Restaurant,34.046075,-118.308843
JACK IN THE BOX #233,8605 W PICO BLVD,LOS ANGELES,90035,06/19/2013,96,Restaurant,34.0540505,-118.3787596
ARA'S TACOS  MEXICAN GRILL,901 W GLENOAKS BLVD,GLENDALE,91202,06/19/2013,94,Restaurant,34.161297,-118.274971
THE HABIT BURGER GRILL,990 TOWN CENTER DR # C,LA CANADA FLINTRIDGE,91011,06/19/2013,99,Restaurant,34.2050396,-118.1997699
OUTBACK STEAKHOUSE,166 E HUNTINGTON DR,ARCADIA,91006,06/19/2013,90,Restaurant,34.139785,-118.025879
"FRESH CORN GRILL , INC",1510 WESTWOOD BLVD,LOS ANGELES,90024,06/19/2013,92,Restaurant,34.053825,-118.440067
BONTOBAGI,831 N PACIFIC AVE #J,GLENDALE,91203,06/19/2013,87,Restaurant,34.1585279,-118.264858
TASCA,8108 W 3RD ST,LOS ANGELES,90048,06/19/2013,90,Restaurant,34.0719863,-118.3662157
THE RUSTIC SPOON,4384 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,06/19/2013,91,Restaurant,34.1500009,-118.3655793
26 BY SHILOHS,8657 W PICO BLVD,LOS ANGELES,90035,06/19/2013,92,Restaurant,34.0544,-118.380392
SHAMSHIRI,1710-14 WESTWOOD BLVD,LOS ANGELES,90024,06/19/2013,90,Restaurant,34.051687,-118.438223
TERIYAKI ME!,207 W WILSON AVE,GLENDALE,91203,06/19/2013,90,Restaurant,34.1482337,-118.2567747
THAI TOUCH,1355 E COLORADO ST,GLENDALE,91205,06/19/2013,95,Restaurant,34.1429168,-118.2354292
Q  YOGURT,1220 S GOLDEN WEST AVE #D,ARCADIA,91007,06/19/2013,98,Restaurant,34.1249617,-118.0592448
VIETNAM RESTAURANT,340 W LAS TUNAS DR,SAN GABRIEL,91776,06/19/2013,99,Restaurant,34.102245,-118.1040806
VONS DELI #143,635 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/19/2013,93,Restaurant,34.201749,-118.192289
ROBEKS JUICE,1001 N SAN FERNANDO BLVD 115,BURBANK,91504,06/19/2013,92,Restaurant,34.1868919,-118.3178941
BOBA LOCA,148 N SAN FERNANDO RD,BURBANK,91502,06/19/2013,94,Restaurant,34.1816167,-118.3094707
MOON MART KABAB,400 S GLENDALE AVE #A,GLENDALE,91205,06/19/2013,90,Restaurant,34.141534,-118.249374
BERGES,1044 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/19/2013,100,Restaurant,34.2050044,-118.2019442
VON'S BAKERY,635 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/19/2013,98,Restaurant,34.201749,-118.192289
ZANKOU CHICKEN GLENOAKS,901 W GLENOAKS BLVD,GLENDALE,91202,06/19/2013,97,Restaurant,34.161297,-118.274971
JACK IN THE BOX #280,10967 SANTA MONICA BLVD,LOS ANGELES,90024,06/19/2013,92,Restaurant,34.049099,-118.440672
PALACES,9251 GARVEY AVE G-J,SOUTH EL MONTE,91733,06/19/2013,95,Restaurant,34.0631444,-118.0668224
CHOP STOP,1001 N SAN FERNANDO BLVD 110,BURBANK,91504,06/19/2013,94,Restaurant,34.1868919,-118.3178941
QUIZNO'S   SUBS,1001 N SAN FERNANDO BLVD 130,BURBANK,91504,06/19/2013,92,Restaurant,34.1868919,-118.3178941
BLACK ANGUS STEAKHOUSE REST.,560 W HUNTINGTON DR,MONROVIA,91016,06/19/2013,90,Restaurant,34.139879,-118.011237
CITY WOK,10949 VENTURA BLVD,STUDIO CITY,91604,06/19/2013,96,Restaurant,34.1400676,-118.369193
JACK IN THE BOX,465 S FAIRFAX AVE,LOS ANGELES,90036,06/19/2013,95,Restaurant,34.0680633,-118.3617125
WONG'S WOK III,1415 E COLORADO ST # A,GLENDALE,91205,06/19/2013,97,Restaurant,34.1432405,-118.2333117
TGI FRIDAY'S #2446,3518 ROSEMEAD BLVD,ROSEMEAD,91770,06/19/2013,98,Restaurant,34.0729248,-118.071313
NEW LIGHT AND HEALTHY SUSHI,19817 VENTURA BLVD,WOODLAND HILLS,91364,06/19/2013,100,Restaurant,34.1726693,-118.5645884
EL POLLO LOCO,8154 SUNSET BLVD,LOS ANGELES,90046,06/18/2013,97,Restaurant,34.0979672,-118.3670711
ENYA,343 E 1ST ST,LOS ANGELES,90012,06/18/2013,94,Restaurant,34.0496519,-118.2398124
KURA JAPANESE CUISINE,8162 SUNSET BLVD,LOS ANGELES,90046,06/18/2013,98,Restaurant,34.0973286,-118.36667
KOKEKOKKO,203 S CENTRAL AVE,LOS ANGELES,90012,06/18/2013,95,Restaurant,34.0476049,-118.2395549
DADDY DAVE & BIG MAMA'S KITCHN,4287 S CRENSHAW BLVD,LOS ANGELES,90008,06/18/2013,82,Restaurant,34.0171883,-118.3353219
MARISCOS EL BATAN,1600 W SLAUSON AVE L-32,LOS ANGELES,90047,06/18/2013,90,Restaurant,33.988509,-118.305447
ROC,2049 SAWTELLE BLVD,LOS ANGELES,90025,06/18/2013,93,Restaurant,34.0397641,-118.4428327
MOM'S DONUTS,12831 S CRENSHAW BLVD,HAWTHORNE,90250,06/18/2013,100,Restaurant,33.9237746,-118.3264539
LOUISIANA FRIED CHICKEN/HONG,12730 S FIGUEROA ST 101,LOS ANGELES,90061,06/18/2013,92,Restaurant,33.9168279,-118.2823449
TOKYO BEAT RESTAURANT,319 E 2ND ST 205,LOS ANGELES,90012,06/18/2013,89,Restaurant,34.0494373,-118.2406725
PARK GRILL,2151 AVE OF THE STARS,LOS ANGELES,90067,06/18/2013,90,Restaurant,34.054016,-118.4123666
TWIN DRAGON - PREP KITCHEN,8647 W PICO BLVD,LOS ANGELES,90035,06/18/2013,87,Restaurant,34.0542527,-118.3800323
TSUJITA LA ARTISAN NOODLE ANNX,2050 SAWTELLE BLVD,LOS ANGELES,90025,06/18/2013,93,Restaurant,34.0398907,-118.4427065
GOLDEN BOWL #18,12801 S NORMANDIE AVE,GARDENA,90249,06/18/2013,90,Restaurant,33.9164021,-118.3004014
BANADIR RESTAURANT,137 W ARBOR VITAE ST C,INGLEWOOD,90301,06/18/2013,90,Restaurant,33.952899,-118.356557
FRANKIE & JOHNNIE NEW YORK PIZ,8947 SUNSET BLVD,WEST HOLLYWOOD,90069,06/18/2013,93,Restaurant,34.0908315,-118.3867199
FIVE GUYS BURGERS AND FRIES,8731 SANTA MONICA BLVD,WEST HOLLYWOOD,90069,06/18/2013,99,Restaurant,34.0869014,-118.3812273
TAPAS AND WINE BAR C.,428 E 2ND ST,LOS ANGELES,90012,06/18/2013,99,Restaurant,34.0474738,-118.2390038
LA POBLANITA RESTAURANT,139 W ARBOR VITAE ST,INGLEWOOD,90301,06/18/2013,97,Restaurant,33.952901,-118.356793
THAI TASTE RESTAURANT,2328 FLETCHER DR #5,LOS ANGELES,90039,06/18/2013,90,Restaurant,34.1049037,-118.2582208
TACO BELL #1178,6000 S CRENSHAW BLVD,LOS ANGELES,90043,06/18/2013,97,Restaurant,33.9851602,-118.3305529
HAN SANG RESTAURANT,1119 BREA CANYON RD,DIAMOND BAR,91765,06/18/2013,90,Restaurant,33.9984058,-117.8432194
PICASSO'S CAFE,6070 N IRWINDALE AVE,IRWINDALE,91706,06/18/2013,98,Restaurant,34.12501,-117.933174
MISORA SUSHI,2040 S BREA CANYON RD #130,DIAMOND BAR,91765,06/18/2013,95,Restaurant,33.9845676,-117.844326
J.R. BAKERY,11816 E CENTRALIA ST,LAKEWOOD,90715,06/18/2013,90,Restaurant,33.8386932,-118.0817296
STATER BROS. MRKT #134 (DELI),12800 S LA MIRADA BLVD,LA MIRADA,90638,06/18/2013,96,Restaurant,33.915726,-118.010942
SAM'S BURGERS,14525 E TELEGRAPH RD,LA MIRADA,90638,06/18/2013,90,Restaurant,33.92408,-118.0222268
LISA'S COFFEE SHOP,1530 W SAN BERNARDINO RD,COVINA,91722,06/18/2013,80,Restaurant,34.0887018,-117.9217738
SHU FENG YUAN,18459 E COLIMA RD,ROWLAND HEIGHTS,91748,06/18/2013,83,Restaurant,33.9882724,-117.9018396
CHIPOTLE MEXICAN GRILL,17501 E COLIMA RD # C,CITY OF INDUSTRY,91748,06/18/2013,98,Restaurant,33.991237,-117.924763
GRILL CITY,1525 E AMAR RD,WEST COVINA,91792,06/18/2013,91,Restaurant,34.0317552,-117.912895
MA DANG SAE KOREAN BBQ,21004 S PIONEER BLVD,LAKEWOOD,90715,06/18/2013,78,Restaurant,33.8384379,-118.0813458
LOS FAROLES,1118 W SAN BERNARDINO RD,COVINA,91722,06/18/2013,90,Restaurant,34.0885063,-117.912556
GLORIA'S MEXICAN & AMER. FOOD,491 S CITRUS AVE,AZUSA,91702,06/18/2013,96,Restaurant,34.1147129,-117.8902174
PHOENIX FOOD BOUTIQUE,18166 COLIMA RD,ROWLAND HEIGHTS,91748,06/18/2013,97,Restaurant,33.9884207,-117.9073198
TAM'S SUPERBURGERS  NO.33,11700 E ROSECRANS AVE,NORWALK,90650,06/18/2013,92,Restaurant,33.9019435,-118.0842668
THE JOINT PIZZERIA & BISTRO,1225 N GRAND AVE,WALNUT,91789,06/18/2013,97,Restaurant,34.0436494,-117.8484736
GARDUNO'S MEXICAN FOOD,14567 E TELEGRAPH RD,LA MIRADA,90638,06/18/2013,98,Restaurant,33.9228415,-118.0210582
PETISCOS,211 W FIRST ST,CLAREMONT,91711,06/18/2013,91,Restaurant,34.0948688,-117.7167926
3 AMIGOS TACOS,16441 S PIONEER BLVD J,NORWALK,90650,06/18/2013,91,Restaurant,33.881402,-118.082772
SPEARMINT RHINO,15411 VALLEY BLVD,CITY OF INDUSTRY,91745,06/18/2013,97,Restaurant,34.0236079,-117.9603911
VEGGIE DELIGHT COMPANY,11736 E 166TH ST,ARTESIA,90701,06/18/2013,92,Restaurant,33.8802772,-118.0832487
MAIN KITCHEN,1 INDUSTRY HILLS PKWY,CITY OF INDUSTRY,91744,06/18/2013,94,Restaurant,34.0204405,-117.9269919
ALBERTSON'S #6125 DELI,13003 E WHITTIER BLVD,WHITTIER,90602,06/18/2013,90,Restaurant,33.966654,-118.0367492
ALBERTSON'S #6125 -  BAKERY,13003 E WHITTIER BLVD,WHITTIER,90602,06/18/2013,98,Restaurant,33.966654,-118.0367492
FIVE GUYS BURGERS & FRIES,4625 E CANDLEWOOD ST,LAKEWOOD,90712,06/18/2013,95,Restaurant,33.8538315,-118.1393091
MCDONALD'S,12256 PARAMOUNT BLVD,DOWNEY,90242,06/18/2013,96,Restaurant,33.928755,-118.1478761
WOLFE'S MARKET,160 W FOOTHILL BLVD,CLAREMONT,91711,06/18/2013,95,Restaurant,34.1067725,-117.7162833
THE BUCKET CRABS AND CRAWFISH,16441 S PIONEER BLVD #C&D;,NORWALK,90650,06/18/2013,86,Restaurant,33.9022367,-118.081733
WABA GRILL TERIYAKI HOUSE,385 S LEMON AVE #A,WALNUT,91789,06/18/2013,95,Restaurant,34.0102207,-117.8599169
GENE'S GRINDERS,2125 WRIGHT AVE #C-7,LA VERNE,91750,06/18/2013,98,Restaurant,34.0953957,-117.771811
MEXICO LINDO,1060 S GAREY AVE,POMONA,91766,06/18/2013,99,Restaurant,34.05012,-117.749524
SUBWAY,1401 E GAGE AVE #C,LOS ANGELES,90001,06/18/2013,98,Restaurant,33.9821064,-118.2489609
PINAPPLE HILL SALOON & GRILL,4454 VAN NUYS BLVD N,SHERMAN OAKS,91423,06/18/2013,94,Restaurant,34.152455,-118.4481243
SENIOR -CITY OF SOUTH GATE,4900 TWEEDY AVE,SOUTH GATE,90280,06/18/2013,99,Restaurant,33.9418856,-118.1846912
CORNER BAKERY CAFE,5312 CLARK AVE,LAKEWOOD,90712,06/18/2013,96,Restaurant,33.853905,-118.1337358
EDWARDS SOUTH GATE 20,8630 GARFIELD AVE MAIN,SOUTH GATE,90280,06/18/2013,100,Restaurant,33.9680009,-118.1500605
HANAMI SUSHI,4454 VAN NUYS BLVD #O,SHERMAN OAKS,91403,06/18/2013,100,Restaurant,34.152455,-118.4481243
PICK UP STIX,5105 CANDLEWOOD ST,LAKEWOOD,90712,06/18/2013,91,Restaurant,33.8538338,-118.133436
COSTA DORADE GRILL,11837 DOWNEY AVE,DOWNEY,90241,06/18/2013,92,Restaurant,33.9328041,-118.1386084
WILLIAMS DONUTS,4454 VAN NUYS BLVD,SHERMAN OAKS,91423,06/18/2013,91,Restaurant,34.152455,-118.4481243
DER WIENERSCHNITZEL,1714 W AVE K,LANCASTER,93534,06/18/2013,90,Restaurant,34.674573,-118.161817
MARISCOS EL VALLE,700 W COMPTON BLVD,COMPTON,90220,06/18/2013,87,Restaurant,33.8953083,-118.2364453
RUBIO'S,5111 CANDLEWOOD AVE,LAKEWOOD,90712,06/18/2013,94,Restaurant,33.8538338,-118.133436
MARISCOS MI LINDO SINALOA #2,7610 E ROSECRANS AVE,PARAMOUNT,90723,06/18/2013,92,Restaurant,33.9033139,-118.166786
ZEN CHINESE KITCHEN,12022 LAKEWOOD BLVD,DOWNEY,90242,06/18/2013,96,Restaurant,33.9251095,-118.1315851
TACOS EL TORO,5964 LAUREL CANYON BLVD,VALLEY VILLAGE,91607,06/18/2013,96,Restaurant,34.1787543,-118.3964915
GOLD YAKI BURGER,4454 VAN NUYS BLVD M,SHERMAN OAKS,91423,06/18/2013,90,Restaurant,34.152455,-118.4481243
CASA TORRES,14117 HUBBARD ST,SYLMAR,91342,06/18/2013,97,Restaurant,34.2988111,-118.4412745
U & I DONUTS,12200 S LONG BEACH BLVD,LYNWOOD,90262,06/18/2013,95,Restaurant,33.916732,-118.208967
TOKYO FRIED RICE,21008 PIONEER BLVD,LAKEWOOD,90715,06/18/2013,92,Restaurant,33.8383013,-118.0818247
EDWARDS SOUTH GATE 20,8630 GARFIELD AVE EAST,SOUTH GATE,90280,06/18/2013,100,Restaurant,33.9521038,-118.1621017
L & L  HAWAIIAN BBQ,272-274 E SEPULVEDA BLVD,CARSON,90745,06/18/2013,97,Restaurant,33.8076022,-118.2713701
NELSON'S,100 TERRANEA WY,RANCHO PALOS VERDES,90275,06/18/2013,92,Restaurant,33.741889,-118.397269
MAR'SEL,100 TERRANEA WY,RANCHO PALOS VERDES,90275,06/18/2013,98,Restaurant,33.741889,-118.397269
YOSHINOYA RESTAURANT,23215 HAWTHORNE BLVD #A,TORRANCE,90505,06/18/2013,94,Restaurant,33.8159439,-118.3519957
YOGURT LOUNGE,25412 CRENSHAW BLVD,TORRANCE,90505,06/18/2013,96,Restaurant,33.7922069,-118.3328681
MI PUEBLITO SAN JUAN REST.,1341 N WILMINGTON BLVD,WILMINGTON,90744,06/18/2013,92,Restaurant,33.789708,-118.275319
OUTBACK STEAKHOUSE,1061 W RANCHO VISTA BLVD,PALMDALE,93551,06/18/2013,90,Restaurant,34.606675,-118.150423
CARL'S JR. #66,2210 REDONDO BEACH BLVD,TORRANCE,90504,06/18/2013,99,Restaurant,33.8852668,-118.3181986
CHINA BOWL EXPRESS,268 E SEPULVEDA BLVD,CARSON,90745,06/18/2013,91,Restaurant,33.8077669,-118.2714306
PAT'S   II COCKTAILS,1312 S PACIFIC COAST HWY,REDONDO BEACH,90277,06/18/2013,95,Restaurant,33.8227499,-118.3853905
INDIA SWEETS AND SPICE,1832 W AVENUE K 1,LANCASTER,93534,06/18/2013,80,Restaurant,34.7168485,-118.1650649
CHINESE DELI,537 E SEPULVEDA BLVD,CARSON,90745,06/18/2013,94,Restaurant,33.808295,-118.2651617
YOSHINOYA,1100 W AVENUE K #103,LANCASTER,93534,06/18/2013,91,Restaurant,34.674522,-118.150692
SKYPARK CAFE,23430 HAWTHORNE BLVD,TORRANCE,90505,06/18/2013,90,Restaurant,33.813159,-118.349487
EL POLLO LOCO,19300 HAWTHORNE BLVD,TORRANCE,90503,06/18/2013,98,Restaurant,33.8554853,-118.3536107
GUS JR. BURGER,4001 S SAN PEDRO ST,LOS ANGELES,90011,06/18/2013,73,Restaurant,34.0108869,-118.268462
OYSTER HOUSE,12446 MOORPARK ST,STUDIO CITY,91604,06/18/2013,90,Restaurant,34.1503465,-118.4047149
CACTUS MEXICAN FOOD,11401 MOORPARK ST,STUDIO CITY,91602,06/18/2013,94,Restaurant,34.1505464,-118.3791924
TACOS EL GAVILAN,1900 S CENTRAL AVE,LOS ANGELES,90011,06/18/2013,99,Restaurant,34.0239124,-118.2505669
SIMON'S BURGER,830 E WASHINGTON BLVD #1,LOS ANGELES,90021,06/18/2013,90,Restaurant,34.0260109,-118.2538916
LOS COMPADRES,2031 S CENTRAL AVE,LOS ANGELES,90011,06/18/2013,93,Restaurant,34.023083,-118.252131
TONY'S BURGER #4,2115 S CENTRAL AVE,LOS ANGELES,90011,06/18/2013,89,Restaurant,34.0225834,-118.2524663
BOTANAS SNACK BAR,5115 S ROSEMEAD BLVD,PICO RIVERA,90660,06/18/2013,98,Restaurant,33.9994971,-118.0843148
LA GUADALUPANA BAKERY,2520 1/4 S CENTRAL AVE,LOS ANGELES,90011,06/18/2013,87,Restaurant,34.019079,-118.254426
JAX BAR & GRILL,339 N BRAND BLVD,GLENDALE,91203,06/18/2013,90,Restaurant,34.1513502,-118.2551286
LA BAKING COMPANY,2108 N BROADWAY,LINCOLN HEIGHTS,90031,06/18/2013,92,Restaurant,34.072982,-118.218443
FIESTA MEXICANA,1225 E WASHINGTON BLVD,LOS ANGELES,90021,06/18/2013,91,Restaurant,34.0255156,-118.2507441
RAFI'S VILLAGE,400 S GLENOAKS BLVD,BURBANK,91502,06/18/2013,90,Restaurant,34.181021,-118.302893
THE HOLLYWOOD WAY,1333 N HOLLYWOOD WY,BURBANK,91505,06/18/2013,97,Restaurant,34.1742289,-118.349689
ROYAL VANAK,108 N BRAND BLVD #100,GLENDALE,91203,06/18/2013,92,Restaurant,34.146742,-118.254643
MCDONALD'S #13304,6910 N ROSEMEAD BLVD,SAN GABRIEL,91775,06/18/2013,98,Restaurant,34.1236211,-118.072576
MICHELLE'S PANCAKE HOUSE,706 W LAS TUNAS DR B3&4,SAN GABRIEL,91776,06/18/2013,82,Restaurant,34.0895991,-118.0947106
MAYAN  GARDEN,311 W FOOTHILL BLVD,MONROVIA,91016,06/18/2013,99,Restaurant,34.151575,-118.005771
BUCHANAN ARMS,2013 W BURBANK BLVD,BURBANK,91506,06/18/2013,96,Restaurant,34.1805528,-118.3332091
LOLLICUP,643 W DUARTE RD,ARCADIA,91007,06/18/2013,88,Restaurant,34.1273586,-118.0531082
STARBUCKS COFFEE #5734,10965 VENTURA BLVD,STUDIO CITY,91604,06/18/2013,98,Restaurant,34.1403901,-118.369585
FRONTIER WOK,1311 N HOLLYWOOD WY,BURBANK,91505,06/18/2013,94,Restaurant,34.1736285,-118.349595
GREEN GARDEN CAFE,510 S GLENOAKS BLVD,BURBANK,91502,06/18/2013,93,Restaurant,34.1802913,-118.3020142
FU'S PALACE,8751 W PICO BLVD,LOS ANGELES,90035,06/18/2013,91,Restaurant,34.05489,-118.38281
TWIN DRAGON,8597 W PICO BLVD,LOS ANGELES,90035,06/18/2013,92,Restaurant,34.0538821,-118.3782669
THAI FLAVOR,303 1/2 N BRAND BLVD,GLENDALE,91203,06/18/2013,90,Restaurant,34.150113,-118.2553145
ICHIBAN JAPANESE RESTAURANT,711 FOOTHILL BLVD F&G;,LA CANADA FLINTRIDGE,91011,06/18/2013,97,Restaurant,34.2068182,-118.2000277
IN-N-OUT BURGER #110,761 N FIRST ST,BURBANK,91502,06/18/2013,92,Restaurant,34.1849394,-118.3160389
ROSE GARDEN CAFE,5930 FRANKLIN AVE,LOS ANGELES,90028,06/18/2013,98,Restaurant,34.104622,-118.318977
AIR HOLLYWOOD RESTAURANT,2627 N HOLLYWOOD WY,BURBANK,91505,06/18/2013,97,Restaurant,34.195803,-118.3488913
CHOPSTICKS CHINESE CUISINE,600 E LIVE OAK AVE,ARCADIA,91006,06/18/2013,90,Restaurant,34.1089392,-118.0177161
BUBBA GUMP SHRIMP CO,1000 UNIVERSAL STUDIOS BLVD,UNIVERSAL CITY,91608,06/18/2013,98,Restaurant,34.1358958,-118.3512632
RENAISSANCE RESTAURANT,5930 FRANKLIN AVE,LOS ANGELES,90028,06/18/2013,95,Restaurant,34.104622,-118.318977
BURBANK AIRPORT CONCESSION A-5,2627 N HOLLYWOOD WY,BURBANK,91505,06/18/2013,100,Restaurant,34.195803,-118.3488913
LA CANADA IMPORTS,1537 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/18/2013,93,Restaurant,34.2097515,-118.2108837
RALPH'S GROCERY CO. #133 DELI,10901 VENTURA BLVD,STUDIO CITY,91604,06/18/2013,94,Restaurant,34.140438,-118.36873
ISH KITCHEN,5612 ROSEMEAD BLVD,TEMPLE CITY,91780,06/18/2013,99,Restaurant,34.1017415,-118.0734223
LE ROY'S HIGHLAND RESTAURANT,523 W HUNTINGTON DR,MONROVIA,91016,06/18/2013,90,Restaurant,34.1405199,-118.0109136
VITELLO'S,4349 TUJUNGA AVE,STUDIO CITY,91604,06/18/2013,94,Restaurant,34.148847,-118.379311
DA JUICE BAR,305 1/2 N BRAND BLVD,GLENDALE,91203,06/18/2013,97,Restaurant,34.1503185,-118.2550646
SEA HARBOUR SEAFOOD REST.,3939 ROSEMEAD BLVD,ROSEMEAD,91770,06/18/2013,93,Restaurant,34.0798009,-118.0734927
IRORI JAPANESE RESTAURANT,4371 GLENCOE AVE B4,MARINA DEL REY,90292,06/18/2013,100,Restaurant,33.984786,-118.439211
BURGERWERKZ,30869 E THOUSAND OAKS BLVD,WESTLAKE VILLAGE,91362,06/18/2013,98,Restaurant,34.1555309,-118.793457
DELICIOUS  BAKERY,9147 RESEDA BLVD,NORTHRIDGE,91324,06/18/2013,95,Restaurant,34.2363386,-118.5360913
CINEMARK  LOWER SATELLITE CONS,6081 CENTER DR 201,LOS ANGELES,90045,06/18/2013,98,Restaurant,33.9780349,-118.391949
URBAN SALAD BAR,16101 VENTURA BLVD #110,ENCINO,91436,06/18/2013,96,Restaurant,34.1568573,-118.4841868
SEASALT FISH GRILL,508 SANTA MONICA BLVD,SANTA MONICA,90401,06/18/2013,91,Restaurant,34.017274,-118.493823
CINEMARK 12TH  LOUNGE,6081 CENTER DR 201,LOS ANGELES,90045,06/18/2013,82,Restaurant,33.9780349,-118.391949
CINEMARK LOWER MAIN CONCESS.,6081 CENTER DR 201,LOS ANGELES,90045,06/18/2013,98,Restaurant,33.9780349,-118.391949
SUPER KING #5 BAKERY,19500 PLUMMER ST,NORTHRIDGE,91324,06/18/2013,98,Restaurant,34.2419272,-118.5588553
SEASALT COUNTRY KITCHEN,510 SANTA MONICA BLVD,SANTA MONICA,90401,06/18/2013,91,Restaurant,34.0173215,-118.4937635
MONTE'S STEAK HOUSE,5371 TOPANGA CANYON BLVD,WOODLAND HILLS,91364,06/18/2013,92,Restaurant,34.1678659,-118.60627
LA VICTORIA NIGHT CLUB,19655 SHERMAN WY,RESEDA,91335,06/18/2013,95,Restaurant,34.201474,-118.56184
RESTAURANT TATSUKI,21630 VENTURA BLVD,WOODLAND HILLS,91364,06/18/2013,89,Restaurant,34.1681526,-118.600699
PAOLIS' ITALIAN KITCHEN,21020 VENTURA BLVD,WOODLAND HILLS,91364,06/18/2013,94,Restaurant,34.1666875,-118.5914665
SUSHI KATSU-YA NORTHRIDGE,9701 RESEDA BLVD,NORTHRIDGE,91324,06/18/2013,94,Restaurant,34.246243,-118.536685
FALAFELICIOUS,19500 PLUMMER ST F6,NORTHRIDGE,91324,06/18/2013,94,Restaurant,34.2419272,-118.5588553
BASKIN ROBBINS 31 FLAVORS,5424 TOPANGA CANYON BLVD,WOODLAND HILLS,91364,06/18/2013,96,Restaurant,34.1694257,-118.6056525
JAMBA JUICE # 111,19500 PLUMMER ST #F3,NORTHRIDGE,91324,06/18/2013,94,Restaurant,34.2419272,-118.5588553
OMINO  (SUSHI),20959 DEVONSHIRE ST,CHATSWORTH,91311,06/18/2013,94,Restaurant,34.2572566,-118.5898521
WESTERN BAGEL,19500 PLUMMER ST #F2,NORTHRIDGE,91324,06/18/2013,99,Restaurant,34.2419272,-118.5588553
COLD STONE CREAMERY,19500 PLUMMER ST F-5,NORTHRIDGE,91324,06/18/2013,90,Restaurant,34.2419272,-118.5588553
STOP INN DONUTS,16851 VICTORY BLVD #12,VAN NUYS,91406,06/18/2013,94,Restaurant,34.1870976,-118.5007594
JOSE ANTONIO-RESTAURANT,20951 DEVONSHIRE ST,CHATSWORTH,91311,06/18/2013,88,Restaurant,34.2573987,-118.5904063
DRAGER'S WILTERN,3800 WILSHIRE BLVD 110F,LOS ANGELES,90010,06/17/2013,96,Restaurant,34.061409,-118.3092229
CAFE STORY,"338 S WESTERN AVE A,B",LOS ANGELES,90020,06/17/2013,90,Restaurant,34.067818,-118.308713
5TH AVENUE MARKET,2700 W VERNON AVE,LOS ANGELES,90008,06/17/2013,94,Restaurant,34.00341,-118.322673
HAN KOOK BBQ  HOUSE,323 E 1ST ST,LOS ANGELES,90012,06/17/2013,91,Restaurant,34.0501859,-118.240093
SHIN SEN GUMI 2GO#1  (112&110),1620 W REDONDO BEACH BLVD,GARDENA,90247,06/17/2013,96,Restaurant,33.8888376,-118.3080838
IZAKAYA YUJI,424 E 2ND ST,LOS ANGELES,90012,06/17/2013,97,Restaurant,34.0475092,-118.2390544
NIRVANA,314 E 1ST ST,LOS ANGELES,90012,06/17/2013,93,Restaurant,34.0501199,-118.2406803
L A POLICE REVOLVER & ATH-CLUB,1880 N ACADEMY DR,LOS ANGELES,90012,06/17/2013,93,Restaurant,34.0835375,-118.2428185
LAURITA'S,858 W GARDENA BLVD,GARDENA,90247,06/17/2013,93,Restaurant,33.8814549,-118.2911047
SHIN SEN GUMI 2GO#2,1620 W REDONDO BEACH BLVD 107,GARDENA,90247,06/17/2013,98,Restaurant,33.8888376,-118.3080838
TAMON,328 E 1ST ST,LOS ANGELES,90012,06/17/2013,94,Restaurant,34.049648,-118.240285
SLAUSON'S DONUTS,3451 W SLAUSON AVE,LOS ANGELES,90043,06/17/2013,94,Restaurant,33.9891641,-118.3323897
IZAKAYA HARU ULALA,368 E 2ND ST,LOS ANGELES,90012,06/17/2013,91,Restaurant,34.0478562,-118.2397585
STATER BROS. #168 (DELI),20677 AMAR RD,WALNUT,91789,06/17/2013,98,Restaurant,34.0429611,-117.8515963
ICHI ICHI,18184 COLIMA RD,ROWLAND HEIGHTS,91748,06/17/2013,91,Restaurant,33.9883404,-117.9076458
