Name,Address,City,Zip,Date,Score,Type,Lat,Lng
CILANTRO FRESH MEXICAN GRILL,1940 CENTURY PARK EAST,LOS ANGELES,90067,06/12/2013,95,Restaurant,34.060863,-118.413311
AMG DON FELIX RESTAURANT,305 N VIRGIL AVE,LOS ANGELES,90004,06/12/2013,93,Restaurant,34.0765242,-118.2872572
STK/BAGATELLE,755 N LA CIENEGA BLVD,LOS ANGELES,90069,06/12/2013,90,Restaurant,34.0845958,-118.3766619
THE COFFEE BEAN AND TEA LEAF,7235 BEVERLY BLVD,LOS ANGELES,90036,06/12/2013,97,Restaurant,34.0763141,-118.3472198
CRYSTAL  RESTAURANT,7901 SANTA MONICA BLVD,WEST HOLLYWOOD,90046,06/12/2013,94,Restaurant,34.0909051,-118.3617633
SUBWAY #24926,3903 W ROSECRANS AVE,HAWTHORNE,90250,06/12/2013,95,Restaurant,33.9023149,-118.342051
EL FANDANGO RESTAURANT,4233 W CENTURY BLVD 7,INGLEWOOD,90304,06/12/2013,90,Restaurant,33.945806,-118.349861
THE HUDSON,1114 N CRESCENT HEIGHTS BLVD,WEST HOLLYWOOD,90046,06/12/2013,94,Restaurant,34.091188,-118.365514
CHILE VERDE,3382 W CENTURY BLVD,INGLEWOOD,90303,06/12/2013,90,Restaurant,33.945175,-118.330486
O-TOP THAI BBQ,16822 S VERMONT AVE,GARDENA,90247,06/12/2013,94,Restaurant,33.8784574,-118.291137
SUBWAY SANDWICHES # 3435,2253 W ROSECRANS AVE,GARDENA,90249,06/12/2013,99,Restaurant,33.9019377,-118.3181432
FIVE GUYS BURGER,1061 BROXTON AVE,LOS ANGELES,90024,06/12/2013,94,Restaurant,34.0612822,-118.4464663
ORENO YAKINIKU,123 ASTRONAUT ES ONIZUKA 308,LOS ANGELES,90012,06/12/2013,97,Restaurant,34.0505235,-118.2420452
RED HILL,1325 ECHO PARK AVE,LOS ANGELES,90026,06/12/2013,91,Restaurant,34.0776682,-118.256963
ALBERTSON'S DELI #6103,12630 S HAWTHORNE BLVD,HAWTHORNE,90250,06/12/2013,90,Restaurant,33.917003,-118.3509706
LAWRY'S - THE PRIME RIB,100 N LA CIENEGA BLVD,BEVERLY HILLS,90211,06/12/2013,93,Restaurant,34.0676904,-118.376031
ALBERTSON'S BAKERY #6103,12630 S HAWTHORNE BLVD,HAWTHORNE,90250,06/12/2013,94,Restaurant,33.917003,-118.3509706
AT HOME KITCHEN,16814 S VERMONT AVE,GARDENA,90247,06/12/2013,91,Restaurant,33.8786863,-118.2907417
FOOD 4 LESS BAKERY & DELI #364,3200 W CENTURY BLVD,INGLEWOOD,90303,06/12/2013,92,Restaurant,33.9442093,-118.3278231
HOUSE OF WINGS,2317 D ST,LA VERNE,91750,06/12/2013,94,Restaurant,34.1008422,-117.770221
CARL'S JR.,2400 S AZUSA AVE,WEST COVINA,91792,06/12/2013,98,Restaurant,34.0316659,-117.9145095
TOMMY'S BURGER,860 W FOOTHILL BLVD,GLENDORA,91740,06/12/2013,93,Restaurant,34.1358346,-117.8810668
THE FLAME BROILER,11811 E ARTESIA BLVD,ARTESIA,90701,06/12/2013,90,Restaurant,33.8731125,-118.0818594
PIZZA MAN #50,8720 E IMPERIAL HWY,DOWNEY,90242,06/12/2013,90,Restaurant,33.917647,-118.140521
LOVE LETTER CHICKEN,12238 E ARTESIA BLVD,ARTESIA,90701,06/12/2013,85,Restaurant,33.8730375,-118.0714089
STOX RESTAURANT,9518 E IMPERIAL HWY,DOWNEY,90242,06/12/2013,90,Restaurant,33.9167802,-118.124662
JACK IN THE BOX,2548 S AZUSA AVE,WEST COVINA,91792,06/12/2013,98,Restaurant,34.0293387,-117.915331
BAJA RANCH S-MKT DELI / BAKERY,425 S CITRUS AVE,COVINA,91722,06/12/2013,86,Restaurant,34.0816764,-117.8901338
GARDEN BUFFET & SEAFOOD,11746 E SOUTH ST,ARTESIA,90701,06/12/2013,90,Restaurant,33.8576122,-118.0827713
ORIGINAL THAI,11861 E ARTESIA BLVD,ARTESIA,90701,06/12/2013,90,Restaurant,33.8731234,-118.0803956
LUCKY GUYS #2,12801 BELLFLOWER BLVD,DOWNEY,90242,06/12/2013,96,Restaurant,33.9153454,-118.125562
CHILI'S GRILL & BAR #351,1912 FOOTHILL BLVD,LA VERNE,91750,06/12/2013,95,Restaurant,34.114594,-117.7689517
THE DONUT CENTER,4182 N WOODRUFF AVE,LAKEWOOD,90713,06/12/2013,90,Restaurant,33.833931,-118.1164862
BELLA NAPOLI TRATTORIA,505 N GRAND AVE #E,WALNUT,91789,06/12/2013,72,Restaurant,34.0275297,-117.8368649
HAWAIIAN GARDENS CASINO,11871 E CARSON ST,HAWAIIAN GARDENS,90716,06/12/2013,96,Restaurant,33.832402,-118.079203
HAIGE STAR BOULEVARD,18438 E COLIMA RD #105,ROWLAND HEIGHTS,91748,06/12/2013,80,Restaurant,33.9864436,-117.902036
DUGA TOFU HOUSE,18438 E COLIMA RD #14,ROWLAND HEIGHTS,91748,06/12/2013,92,Restaurant,33.9864436,-117.902036
HOT DOG POPS,808 N DIAMOND BAR BLVD,DIAMOND BAR,91765,06/12/2013,92,Restaurant,34.0340684,-117.8069558
TOKYO BUFFET,11263 E 183RD ST,CERRITOS,90703,06/12/2013,82,Restaurant,33.866016,-118.093474
RANCH HOUSE CAFE & GRILL #002,21130 GOLDEN SPRINGS DR,DIAMOND BAR,91765,06/12/2013,96,Restaurant,34.0268085,-117.7964138
MAMA  PETRILLOS,2123 FOOTHILL BLVD D,LA VERNE,91750,06/12/2013,96,Restaurant,34.113259,-117.764657
ALCOVE CAFE & BAKERY,1929 N HILLHURST AVE,LOS ANGELES,90027,06/12/2013,97,Restaurant,34.1063127,-118.2877515
HONDA YA CITY OF INDUSTRY,17200 RAILROAD ST,CITY OF INDUSTRY,91748,06/12/2013,91,Restaurant,34.0036054,-117.9299284
COUNTRY CHICKEN,994 E ALOSTA AVE,AZUSA,91702,06/12/2013,98,Restaurant,34.1285975,-117.8865067
HONG KONG EXPRESS,1125 E ALOSTA AVE,AZUSA,91702,06/12/2013,94,Restaurant,34.128843,-117.889943
EL TORITO RESTAURANT,11167 E 183RD ST,CERRITOS,90703,06/12/2013,90,Restaurant,33.8660886,-118.0967648
CHINESE TASTE,932 E ALOSTA AVE,AZUSA,91702,06/12/2013,93,Restaurant,34.1286475,-117.8878383
SUBWAY SANDWICHES AND SALADS,4210 WOODRUFF AVE,LAKEWOOD,90713,06/12/2013,97,Restaurant,33.8344294,-118.1164834
LONG CHAO SHOU RESTAURANT,18438 E COLIMA RD #106,ROWLAND HEIGHTS,91748,06/12/2013,86,Restaurant,33.9864436,-117.902036
ALPHA OMEGA,107 S CITRUS AVE,COVINA,91723,06/12/2013,94,Restaurant,34.0816105,-117.8897855
GINZAYA JAPANESE RESTAURANT,4218 WOODRUFF AVE,LAKEWOOD,90713,06/12/2013,91,Restaurant,33.8345749,-118.1164827
NEW MILENIO PIZZA,1101 E COMPTON BLVD A,COMPTON,90221,06/12/2013,94,Restaurant,33.896044,-118.2115284
KENTUCKY FRIED CHICKEN 123,12044 ROSCOE BLVD,NORTH HOLLYWOOD,91605,06/12/2013,91,Restaurant,34.2214115,-118.395814
CHINESE FOOD EXPRESS,12003 S AVALON BLVD #B,LOS ANGELES,90061,06/12/2013,93,Restaurant,33.9236868,-118.2652272
(RESTAURANT) RUBEN'S BAKERY,2701 N SANTA FE AVE,COMPTON,90222,06/12/2013,95,Restaurant,33.917076,-118.2179
CHURCH'S CHICKEN,810 W I AVE,LANCASTER,93534,06/12/2013,97,Restaurant,34.7037086,-118.1460602
SUBWAY SANDWICHES & SALADS,3628 E MARTIN LUTHER KING BLVD,LYNWOOD,90262,06/12/2013,99,Restaurant,33.9305264,-118.2022447
RENAISSANCE EATERY,14740 BEACH BLVD,LA MIRADA,90638,06/12/2013,74,Restaurant,33.8978279,-117.9857834
TACO URAPAN,604 E EL SEGUNDO BLVD,COMPTON,90222,06/12/2013,92,Restaurant,33.9167249,-118.2182204
CARL'S JR # 696,12940 IMPERIAL HWY,SANTA FE SPRINGS,90670,06/12/2013,91,Restaurant,33.9168783,-118.0558003
TAM'S BURGERS #14,5837 S FIGUEROA ST,LOS ANGELES,90003,06/12/2013,96,Restaurant,33.9888355,-118.2826902
TARGET FOOD SERVICE,15614 WHITTWOOD LN,WHITTIER,90603,06/12/2013,97,Restaurant,33.9432179,-117.9962684
TAM'S BURGERS  #23,303 N ALAMEDA ST,COMPTON,90220,06/12/2013,91,Restaurant,33.8982667,-118.2209863
APPUS CAFE,3816 WOODRUFF AVE 100B,LONG BEACH,90808,06/12/2013,92,Restaurant,33.8281459,-118.115712
MARISCOS EL PARIENTE,11125 S MAIN ST,LOS ANGELES,90061,06/12/2013,96,Restaurant,33.9343618,-118.2738939
BAMBOO VILLAGE,12910 MAGNOLIA BLVD #E,SHERMAN OAKS,91423,06/12/2013,92,Restaurant,34.1645224,-118.414168
CHRONIC TACOS LAKEWOOD,4212 WOODRUFF AVE,LAKEWOOD,90713,06/12/2013,95,Restaurant,33.8344658,-118.1164832
LONGHORN INN,1147 E I AVE,LANCASTER,93535,06/12/2013,97,Restaurant,34.7045109,-118.10879
SABROSITAS  PUPUSAS,7950 LAUREL CANYON BLVD F,NORTH HOLLYWOOD,91605,06/12/2013,92,Restaurant,34.2153782,-118.3961041
PATS DELI,12123 RIVERSIDE DR,NORTH HOLLYWOOD,91607,06/12/2013,94,Restaurant,34.1577646,-118.3973095
FOOD  AVENUE    EXPRESS,5711 SEPULVEDA BLVD,VAN NUYS,91411,06/12/2013,97,Restaurant,34.1749989,-118.4661862
BOBA YA,14748 BEACH BLVD,LA MIRADA,90638,06/12/2013,91,Restaurant,33.8976762,-117.9862396
FANTASTIC DONUTS & CROISSANTS,12110 VICTORY BLVD,NORTH HOLLYWOOD,91606,06/12/2013,97,Restaurant,34.1866583,-118.3964603
GOOD CHINA,12102 1/2 VICTORY BLVD,NORTH HOLLYWOOD,91606,06/12/2013,95,Restaurant,34.1866583,-118.3964491
VALLEY HYE ARMENIAN BAKERY,14849 BURBANK BLVD,VAN NUYS,91411,06/12/2013,93,Restaurant,34.1721275,-118.4568997
BROTHER'S BELIZEAN RESTAURANT,11313 S AVALON BLVD,LOS ANGELES,90061,06/12/2013,95,Restaurant,33.9317191,-118.2653199
EL INDIO AZTECA,16147 DEVONSHIRE ST,GRANADA HILLS,91344,06/12/2013,93,Restaurant,34.2575713,-118.4842197
LAS LOMAS RESTAURANT,15677 ROXFORD ST,SYLMAR,91342,06/12/2013,95,Restaurant,34.3099841,-118.4732032
JAQKIS CAKE CREATIONS,12032 BURBANK BLVD,NORTH HOLLYWOOD,91607,06/12/2013,98,Restaurant,34.1719889,-118.395568
WIN'S DONUT HOUSE,132 E AVENUE J,LANCASTER,93535,06/12/2013,96,Restaurant,34.68917,-118.128896
MONSTER THAI CUISINE LLC,12920 RIVERSIDE DR,SHERMAN OAKS,91423,06/12/2013,94,Restaurant,34.1574057,-118.4146034
CHINA GATE,11814 S WILMINGTON AVE,LOS ANGELES,90059,06/12/2013,94,Restaurant,33.9254064,-118.2388895
LULU'S BAKERY #3,4201 TWEEDY BLVD,SOUTH GATE,90280,06/12/2013,97,Restaurant,33.943518,-118.197428
LA FAVORITA,4149 TWEEDY BLVD #C,SOUTH GATE,90280,06/12/2013,91,Restaurant,33.943865,-118.199114
TACOS EL CANELO #2,11555 GLENOAKS BLVD,PACOIMA,91331,06/12/2013,92,Restaurant,34.279513,-118.418709
TONY'S LIQUOR AND DELI,13368 VENTURA BLVD,SHERMAN OAKS,91423,06/12/2013,91,Restaurant,34.1469025,-118.4245786
RANCH HOUSE BBQ & GRILL,6157 VAN NUYS BLVD,VAN NUYS,91401,06/12/2013,90,Restaurant,34.181931,-118.4491443
YOGURT DELITE,12910 MAGNOLIA BLVD #J,SHERMAN OAKS,91423,06/12/2013,95,Restaurant,34.1645224,-118.414168
MCDONALDS #27391,9860 SEPULVEDA BLVD,NORTH HILLS,91343,06/12/2013,100,Restaurant,34.2497341,-118.4670455
DEL TACO #678,6718 LAUREL CANYON BLVD,NORTH HOLLYWOOD,91605,06/12/2013,96,Restaurant,34.192693,-118.3961385
ELEPHANT BAR RESTAURANT,4634 CANDLEWOOD ST,LAKEWOOD,90712,06/12/2013,90,Restaurant,33.8536643,-118.1385
RESTAURANTE SALVA EL CAFETAL#2,6429 VAN NUYS BLVD,VAN NUYS,91401,06/12/2013,93,Restaurant,34.187484,-118.44923
BETO'S BAKERY,3464 E MARTIN LUTHER KING BLVD,LYNWOOD,90262,06/12/2013,91,Restaurant,33.9363584,-118.2089503
ESPRESSO TIME,4566 VAN NUYS BLVD,SHERMAN OAKS,91403,06/12/2013,80,Restaurant,34.1540832,-118.4486745
THE HORSELESS CARRIAGE,15505 ROSCOE BLVD,NORTH HILLS,91343,06/12/2013,90,Restaurant,34.221711,-118.4705721
LOS RUIZENORES,13566 GLENOAKS BLVD,SYLMAR,91342,06/12/2013,90,Restaurant,34.318802,-118.463784
LEAFY GREENS SALAD BAR,308 MANHATTAN BEACH BLVD,MANHATTAN BEACH,90266,06/12/2013,92,Restaurant,33.8850378,-118.4092954
LEMONADE RESTAURANT,451 MANHATTAN BEACH BLVD,MANHATTAN BEACH,90266,06/12/2013,93,Restaurant,33.8861505,-118.4083093
PACIFIC DINING CAR,2700 WILSHIRE BLVD,SANTA MONICA,90404,06/12/2013,91,Restaurant,34.0367424,-118.4764579
LA CAPILLA,1332 SARTORI AVE,TORRANCE,90501,06/12/2013,90,Restaurant,33.8345598,-118.3147832
DOMENICKS PIZZA HOUSE,24209 S AVALON BLVD,CARSON,90745,06/12/2013,93,Restaurant,33.8317491,-118.2635904
EL ZOCALO,900 W ANAHEIM ST,WILMINGTON,90744,06/12/2013,90,Restaurant,33.7792437,-118.273078
BOHEMIAN BEACH CAFE,1 MANHATTAN BEACH BLVD,MANHATTAN BEACH,90266,06/12/2013,96,Restaurant,33.8873198,-118.3946846
DOMINO'S PIZZA,1007 E AVENUE J,LANCASTER,93535,06/12/2013,99,Restaurant,34.6897765,-118.112352
NAKA SUSHI,1414 S PACIFIC COAST HWY,REDONDO BEACH,90277,06/12/2013,100,Restaurant,33.8220186,-118.3850752
SNUG HARBOR,2323 WILSHIRE BLVD,SANTA MONICA,90403,06/12/2013,97,Restaurant,34.034101,-118.480309
HUDSON HOUSE,514 N PACIFIC COAST HWY,REDONDO BEACH,90277,06/12/2013,90,Restaurant,33.8502352,-118.3886483
LAS ROCAS BAR & GRILL,27963 SLOAN CYN RD,CASTAIC,91384,06/12/2013,92,Restaurant,34.492682,-118.6275753
ALBERTSON'S BAKERY,23850 COPPER HILL DR,VALENCIA,91354,06/12/2013,100,Restaurant,34.4622275,-118.5566243
BECKER'S BAKERY,1025 MANHATTAN AVE,MANHATTAN BEACH,90266,06/12/2013,90,Restaurant,33.8838225,-118.4102538
THAI TALAY,8411 LINCOLN BLVD,LOS ANGELES,90045,06/12/2013,90,Restaurant,33.9611103,-118.420717
EAT THIS SANDWICH & OVEN FRESH,800 S PACIFIC COAST HWY #7,REDONDO BEACH,90277,06/12/2013,97,Restaurant,33.8283436,-118.3852184
J.J. CAFE,2900 SEPULVEDA BLVD,TORRANCE,90501,06/12/2013,84,Restaurant,33.8230498,-118.3376601
LAS PALMAS,23909 S AVALON BLVD,CARSON,90745,06/12/2013,97,Restaurant,33.8317491,-118.2635904
TRUSELA'S,28158 WESTERN AVE,SAN PEDRO,90732,06/12/2013,91,Restaurant,33.7644559,-118.3111077
SUBWAY,39904 W 10TH ST #B,PALMDALE,93551,06/12/2013,95,Restaurant,34.6072289,-118.147175
SPIRES REST. TORR. #20,1750 SEPULVEDA BLVD,TORRANCE,90501,06/12/2013,93,Restaurant,33.8170498,-118.3098143
ENCHILADA HOUSE,133 N BANDINI ST,SAN PEDRO,90732,06/12/2013,91,Restaurant,33.743989,-118.2989289
HORIZONS,21333 HAWTHORNE BLVD,TORRANCE,90503,06/12/2013,99,Restaurant,33.834722,-118.354243
CAPTAIN  TONYS,135 E AVENUE J,LANCASTER,93535,06/12/2013,96,Restaurant,34.689799,-118.1289167
COLUMBIA BURGERS,17601 S CENTRAL AVE,CARSON,90746,06/12/2013,94,Restaurant,33.8711857,-118.2489587
CINCO,7241 W MANCHESTER AVE,LOS ANGELES,90045,06/12/2013,98,Restaurant,33.960069,-118.420546
JAPONICA DINING,1304 1/2 S PACIFIC COAST HWY,REDONDO BEACH,90277,06/12/2013,92,Restaurant,33.8399517,-118.3857657
ZAMORA BROTHERS,4771 E CESAR E. CHAVEZ AVE,LOS ANGELES,90022,06/12/2013,90,Restaurant,34.040845,-118.162444
SURF CITY SQUEEZE,3650 MARTIN LUTHER KING BLVD 15,LOS ANGELES,90008,06/12/2013,99,Restaurant,34.0100267,-118.335791
A-1 SNACK,305 E 8TH ST #103,LOS ANGELES,90014,06/12/2013,96,Restaurant,34.0412383,-118.2514317
SOUTHERN CALIFORNIA GAS CO,9240 E FIRESTONE BLVD,DOWNEY,90241,06/12/2013,96,Restaurant,33.9324875,-118.1191132
LA CHIQUITA BAKERY,270 E MARTIN LUTHER KING BLVD,LOS ANGELES,90011,06/12/2013,97,Restaurant,34.0110423,-118.2693496
HOMETOWN BUFFET  #767,6257 ATLANTIC AVE,BELL,90201,06/12/2013,90,Restaurant,33.9800015,-118.1868743
WABA GRILL,508 E WASHINGTON BLVD,LOS ANGELES,90014,06/12/2013,91,Restaurant,34.0286761,-118.2600271
CARAMBAS,9056 WHITTIER BLVD,PICO RIVERA,90660,06/12/2013,97,Restaurant,34.0008837,-118.0829788
LEE'S GARDEN,1428 S ATLANTIC BLVD,ALHAMBRA,91803,06/12/2013,90,Restaurant,34.0776367,-118.1344726
NABEEYA  FUSION CAFE,766 SANTEE ST,LOS ANGELES,90014,06/12/2013,94,Restaurant,34.0414869,-118.251058
AMF BEVERLY BOWL SNACK BAR,1201 W BEVERLY BLVD,MONTEBELLO,90640,06/12/2013,90,Restaurant,34.017818,-118.11113
PIZZA HUT   #024906,5213 WHITTIER BLVD,LOS ANGELES,90022,06/12/2013,95,Restaurant,34.0204347,-118.1565778
CHINESE FOOD EXPRESS,1207 W WHITTIER BLVD,MONTEBELLO,90640,06/12/2013,92,Restaurant,34.0110044,-118.1130128
TACO BELL,1485 N MONTEBELLO BLVD,MONTEBELLO,90640,06/12/2013,92,Restaurant,34.0336519,-118.091981
CALIFORNIA KITCHEN / C. CASINO,6131 E TELEGRAPH RD,COMMERCE,90040,06/12/2013,99,Restaurant,33.9983534,-118.1448765
SONORA BAKERY,4484 WHITTIER BLVD,LOS ANGELES,90022,06/12/2013,90,Restaurant,34.0232508,-118.1714125
LA FLOR DE SAHUAYO,4601 E OLYMPIC BLVD,LOS ANGELES,90022,06/12/2013,82,Restaurant,34.0190709,-118.171035
CARL'S JR. RESTAURANT  #7492,1471 N MONTEBELLO BLVD,MONTEBELLO,90640,06/12/2013,98,Restaurant,34.03284,-118.093217
YOSHINOYA BEEF BOWL  #1178,1479 N MONTEBELLO BLVD,MONTEBELLO,90640,06/12/2013,99,Restaurant,34.033327,-118.092465
CHURCH'S FRIED CHICKEN,261 E VERNON AVE,LOS ANGELES,90011,06/12/2013,97,Restaurant,34.0038663,-118.2701324
KING TACO,645 E WASHINGTON BLVD,LOS ANGELES,90021,06/12/2013,98,Restaurant,34.0280993,-118.2574344
COLDSTONE,500 N ATLANTIC BLVD #168,MONTEREY PARK,91754,06/12/2013,97,Restaurant,34.0694725,-118.1339631
TOTO'S RESTAURANT,208 E 8TH ST,LOS ANGELES,90014,06/12/2013,95,Restaurant,34.0415683,-118.2521725
KRIKORIAN THEATRES,8540 WHITTIER BLVD,PICO RIVERA,90660,06/12/2013,98,Restaurant,34.002501,-118.090676
RANCHO ZAPOTILLO (TORT. MKT),3003 WABASH AVE,LOS ANGELES,90063,06/12/2013,93,Restaurant,34.0500415,-118.1966706
CHINESE FOOD BOWL,524 E WASHINGTON BLVD,LOS ANGELES,90015,06/12/2013,90,Restaurant,34.0287607,-118.2599009
ASIAN FASTFOOD AND GROCERY,1260 W 6TH ST,LOS ANGELES,90017,06/12/2013,96,Restaurant,34.055369,-118.2655159
ARAMARK GALAXY RESTAURANT,1201 S FIGUEROA ST,LOS ANGELES,90015,06/12/2013,99,Restaurant,34.0404636,-118.2685935
BEACHWOOD CAFE,2695 BEACHWOOD DR,LOS ANGELES,90068,06/12/2013,91,Restaurant,34.1197376,-118.3213205
MAGGIE'S 2 FOR 1 PIZZA,3480 E CESAR E. CHAVEZ AVE,LOS ANGELES,90063,06/12/2013,95,Restaurant,34.0400427,-118.1896332
GRAM & PAPA'S,227 E 9TH ST,LOS ANGELES,90015,06/12/2013,95,Restaurant,34.0402989,-118.2534463
CALIF.CMR CASINO-MAIN KITCHEN,6131 E TELEGRAPH RD,COMMERCE,90040,06/12/2013,99,Restaurant,33.9983534,-118.1448765
KEIKO GRILL,3650 W MARTIN LUTHER KING 132,LOS ANGELES,90008,06/12/2013,94,Restaurant,34.0100267,-118.335791
XOCHIL BAKERY,3017 WABASH AVE,LOS ANGELES,90063,06/12/2013,93,Restaurant,34.050045,-118.196229
ARAMARK COMPASS CAFE,1201 S FIGUEROA ST,LOS ANGELES,90015,06/12/2013,92,Restaurant,34.0404636,-118.2685935
TACO BELL #134,1113 E COLORADO ST,GLENDALE,91205,06/12/2013,98,Restaurant,34.1428532,-118.2410742
ARAMARK CONCESSION #5,1201 S FIGUEROA ST,LOS ANGELES,90015,06/12/2013,99,Restaurant,34.0404636,-118.2685935
BELLY'S WEST,1156 W VALLEY BLVD,ALHAMBRA,91803,06/12/2013,94,Restaurant,34.077542,-118.135798
SODEXHO,12254 BELLFLOWER BLVD,DOWNEY,90242,06/12/2013,99,Restaurant,33.9214,-118.123903
GOLDEN CITY BBQ RESTAURANT,108 N GARFIELD AVE,MONTEREY PARK,91754,06/12/2013,78,Restaurant,34.0633351,-118.1222807
BIG FISH BAR & GRILL,5230 SAN FERNANDO RD,GLENDALE,91203,06/12/2013,92,Restaurant,34.1481179,-118.27222
LORENA KABOB HOUSE,1547 GRANDE VISTA AVE,LOS ANGELES,90023,06/12/2013,92,Restaurant,34.0166964,-118.2094434
ARAMARK CONSESSION #3,1201 S FIGUEROA ST,LOS ANGELES,90015,06/12/2013,100,Restaurant,34.0404636,-118.2685935
EL TROPICAL SNACK,2675 E 12TH ST,LOS ANGELES,90023,06/12/2013,81,Restaurant,34.0223141,-118.2204274
PANDA  KING,1027 W MARTIN LUTHER KING BLVD,LOS ANGELES,90037,06/12/2013,90,Restaurant,34.0108768,-118.2928762
LAS TRANCAS RESTAURANT,5351 ATLANTIC BLVD,MAYWOOD,90270,06/12/2013,100,Restaurant,33.9917333,-118.1846727
DIANA'S BAKERY,3868 E CESAR E. CHAVEZ AVE,LOS ANGELES,90063,06/12/2013,96,Restaurant,34.0403627,-118.1826094
LOS NORTENOS,3207 E PICO BLVD,LOS ANGELES,90023,06/12/2013,91,Restaurant,34.0179763,-118.209592
ARAMARK -MAIN KITCHEN,1201 S FIGUEROA  ST.,LOS ANGELES,90015,06/12/2013,99,Restaurant,34.0404636,-118.2685935
CHINESE RESTAURANT,3991 S WESTERN AVE #2,LOS ANGELES,90062,06/12/2013,86,Restaurant,34.0116463,-118.3093779
TRACEY'S RESTAURANT,3810 S WESTERN AVE,LOS ANGELES,90062,06/12/2013,92,Restaurant,34.0169944,-118.3086338
RESTAURANT COSTA AZUL,2001 N BUENA VISTA ST,BURBANK,91504,06/12/2013,92,Restaurant,34.1918835,-118.338027
THE HABIT BURGER GRILL,3610 ROSEMEAD BLVD,ROSEMEAD,91770,06/12/2013,97,Restaurant,34.0742547,-118.0729568
REG. BEV. WILSHIRE THE BLVD,9500 WILSHIRE BLVD,BEVERLY HILLS,90212,06/12/2013,85,Restaurant,34.066943,-118.400716
REG. BEV. WILSHIRE POOL BAR,9500 WILSHIRE BLVD,BEVERLY HILLS,90212,06/12/2013,96,Restaurant,34.066943,-118.400716
PATAKAN THAI RESTAURANT,711 FAIR OAKS AVE M,SOUTH PASADENA,91030,06/12/2013,95,Restaurant,34.1174402,-118.1509249
SUPERIORSUPERWAREHOUSE(BAKERY),6140 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/12/2013,97,Restaurant,34.1822269,-118.3839051
CASA NUOVA,8759 GLENOAKS BLVD,SUN VALLEY,91352,06/12/2013,92,Restaurant,34.2283726,-118.3650154
MANDO'S  RESTAURANT,6483 N FIGUEROA ST,LOS ANGELES,90042,06/12/2013,93,Restaurant,34.1197759,-118.1837035
BRAND TERRACE RESTAURANT,423 N BRAND BLVD,GLENDALE,91203,06/12/2013,98,Restaurant,34.1520888,-118.2551351
PENELOPE'S CAFE,1029 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/12/2013,98,Restaurant,34.20523,-118.20126
RED RIBBON BAKESHOP,914 E COLORADO ST,GLENDALE,91205,06/12/2013,94,Restaurant,34.14264,-118.2432441
THE COFFEE CUP,535 N BRAND BLVD 100,GLENDALE,91203,06/12/2013,94,Restaurant,34.154296,-118.255499
FOSTER'S DONUTS #25,1147 E COLORADO ST,GLENDALE,91205,06/12/2013,92,Restaurant,34.1426571,-118.2407569
THE  DIME,442 N FAIRFAX AVE,LOS ANGELES,90036,06/12/2013,97,Restaurant,34.0794063,-118.3612986
GAZEBO GRILL-COURTYARD MARRIOT,2100 EMPIRE AVE,BURBANK,91504,06/12/2013,97,Restaurant,34.1913009,-118.3338771
PHO HAI VIETNAMESE,9663 E GARVEY AVE 128,SOUTH EL MONTE,91733,06/12/2013,90,Restaurant,34.0630116,-118.0575819
LUCCHESE DELI & CATERING,8479 GLENOAKS BLVD,SUN VALLEY,91352,06/12/2013,98,Restaurant,34.2239931,-118.361429
LOTERIA GRILL STUDIO CITY,12050 VENTURA BLVD A202,STUDIO CITY,91604,06/12/2013,91,Restaurant,34.143232,-118.3943376
PANDA EXPRESS #726,700 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/12/2013,99,Restaurant,34.2012237,-118.1938036
THE OLD TIME DRIVE-IN,8742 GLENOAKS BLVD,SUN VALLEY,91352,06/12/2013,95,Restaurant,34.2284949,-118.3647925
HILL ST. CAFE BURBANK,3301 N GLENOAKS BLVD,BURBANK,91504,06/12/2013,90,Restaurant,34.2057669,-118.3402635
THE PLATE CALIFORNIA BISTRO,505 N BRAND BLVD,GLENDALE,91203,06/12/2013,92,Restaurant,34.153454,-118.255897
RALPH'S DELI #55,521 FOOTHILL BLVD,LA CANADA FLINTRIDGE,91011,06/12/2013,98,Restaurant,34.2005799,-118.1895658
"BEVERLY CINEMA (RESTR.,NIGHT)",7165 BEVERLY BLVD,LOS ANGELES,90036,06/12/2013,99,Restaurant,34.0763869,-118.3457516
SUPERIORSUPERWAREHOUSE(TORTILL,6140 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/12/2013,99,Restaurant,34.1822269,-118.3839051
STUDIO YOGURT,12050 VENTURA BLVD C105,STUDIO CITY,91604,06/12/2013,90,Restaurant,34.143232,-118.3943376
YUM YUM DONUTS #9520,6001 LANKERSHIM BLVD,NORTH HOLLYWOOD,91606,06/12/2013,93,Restaurant,34.1794389,-118.3834542
TASTY DUCK RESTAURANT,1039 E VALLEY BLVD B102,SAN GABRIEL,91776,06/12/2013,92,Restaurant,34.0812777,-118.0849475
YUNG HO CITY RESTAURANT,1045 E VALLEY BLVD A105,SAN GABRIEL,91776,06/12/2013,94,Restaurant,34.0812882,-118.0845887
DAILY GRILL,12050 VENTURA BLVD,STUDIO CITY,91604,06/12/2013,91,Restaurant,34.143232,-118.3943376
